PS	GeneID
4	Znev_12970
4	Znev_13401
4	Znev_15682
4	Znev_16002
5	Znev_05160
5	Znev_10263
5	Znev_10270
5	Znev_10275
5	Znev_13396
5	Znev_13400
6	Znev_03129
6	Znev_05166
6	Znev_05167
6	Znev_05176
6	Znev_10274
6	Znev_10276
6	Znev_13402
6	Znev_16001
7	Znev_12971
7	Znev_15009
10	Znev_04589
10	Znev_12682
12	Znev_04553
12	Znev_04571
17	Znev_03166
17	Znev_04555
17	Znev_17490
17	Znev_18776
1	Znev_03154
1	Znev_03155
1	Znev_03162
1	Znev_03169
1	Znev_03170
1	Znev_04559
1	Znev_04560
1	Znev_04564
1	Znev_04565
1	Znev_04566
1	Znev_04570
1	Znev_04574
1	Znev_04575
1	Znev_04576
1	Znev_04579
1	Znev_04580
1	Znev_04583
1	Znev_04588
1	Znev_04592
1	Znev_12674
1	Znev_12677
1	Znev_12680
1	Znev_12681
1	Znev_12683
1	Znev_13779
1	Znev_13782
1	Znev_13783
1	Znev_13785
1	Znev_13786
1	Znev_13787
1	Znev_13834
1	Znev_13839
1	Znev_14463
1	Znev_14464
1	Znev_14466
1	Znev_14467
1	Znev_14468
1	Znev_14471
1	Znev_14472
1	Znev_14625
1	Znev_14626
1	Znev_14627
1	Znev_14628
1	Znev_14842
1	Znev_14845
1	Znev_15042
1	Znev_15043
1	Znev_15197
1	Znev_15326
1	Znev_15691
1	Znev_15904
1	Znev_16056
1	Znev_16264
1	Znev_16902
1	Znev_16903
1	Znev_16904
1	Znev_17491
1	Znev_17492
1	Znev_18194
1	Znev_18709
25	Znev_03172
25	Znev_04556
25	Znev_04562
25	Znev_04563
25	Znev_04573
25	Znev_04578
25	Znev_04581
25	Znev_04584
25	Znev_04587
25	Znev_04594
25	Znev_12673
25	Znev_12676
25	Znev_12684
25	Znev_13780
25	Znev_13788
25	Znev_13835
25	Znev_14080
25	Znev_14085
25	Znev_14465
25	Znev_14470
25	Znev_14474
25	Znev_14841
25	Znev_14846
25	Znev_15040
25	Znev_15194
25	Znev_15491
25	Znev_15492
25	Znev_15493
25	Znev_15690
25	Znev_16062
2	Znev_03157
2	Znev_03161
2	Znev_03164
2	Znev_04561
2	Znev_04569
2	Znev_04582
2	Znev_04591
2	Znev_04593
2	Znev_04595
2	Znev_12675
2	Znev_13781
2	Znev_13836
2	Znev_13838
2	Znev_13841
2	Znev_14078
2	Znev_14079
2	Znev_14081
2	Znev_14082
2	Znev_14083
2	Znev_14469
2	Znev_14630
2	Znev_14844
2	Znev_15014
2	Znev_15017
2	Znev_15196
2	Znev_15198
2	Znev_15325
2	Znev_15876
2	Znev_15903
2	Znev_16906
2	Znev_16985
2	Znev_18185
2	Znev_18556
3	Znev_03168
4	Znev_03156
4	Znev_03171
4	Znev_13784
4	Znev_14843
4	Znev_16907
5	Znev_14473
5	Znev_15018
5	Znev_18773
6	Znev_03158
6	Znev_03159
6	Znev_03160
6	Znev_04558
6	Znev_04568
6	Znev_04585
6	Znev_04586
6	Znev_13840
6	Znev_13842
6	Znev_14077
6	Znev_15015
6	Znev_15016
6	Znev_15689
6	Znev_16283
7	Znev_14462
10	Znev_09744
10	Znev_13425
12	Znev_08904
12	Znev_12440
12	Znev_12602
12	Znev_17802
17	Znev_08534
17	Znev_08896
17	Znev_09732
17	Znev_10143
17	Znev_10147
17	Znev_12439
17	Znev_13232
17	Znev_15708
17	Znev_16096
1	Znev_09730
1	Znev_09734
1	Znev_09735
1	Znev_09746
1	Znev_09747
1	Znev_10128
1	Znev_10129
1	Znev_10130
1	Znev_10131
1	Znev_10134
1	Znev_12429
1	Znev_12432
1	Znev_12443
1	Znev_12595
1	Znev_12597
1	Znev_12604
1	Znev_13240
1	Znev_13422
1	Znev_15321
1	Znev_15887
1	Znev_15940
1	Znev_16854
1	Znev_16856
1	Znev_17448
1	Znev_18110
1	Znev_18645
1	Znev_18648
25	Znev_08889
25	Znev_08891
25	Znev_08899
25	Znev_08914
25	Znev_09727
25	Znev_09729
25	Znev_09731
25	Znev_09739
25	Znev_09749
25	Znev_10145
25	Znev_10146
25	Znev_10148
25	Znev_12599
25	Znev_12601
25	Znev_12607
25	Znev_13989
25	Znev_14855
25	Znev_14856
25	Znev_14857
25	Znev_14858
25	Znev_15939
25	Znev_15955
25	Znev_15956
25	Znev_16049
25	Znev_16265
25	Znev_18840
2	Znev_08900
2	Znev_08912
2	Znev_09728
2	Znev_09733
2	Znev_09736
2	Znev_09737
2	Znev_09738
2	Znev_09740
2	Znev_09741
2	Znev_09742
2	Znev_09743
2	Znev_09745
2	Znev_09748
2	Znev_10133
2	Znev_10138
2	Znev_10144
2	Znev_12431
2	Znev_12433
2	Znev_12434
2	Znev_12442
2	Znev_12596
2	Znev_12605
2	Znev_12606
2	Znev_13230
2	Znev_13231
2	Znev_13234
2	Znev_13239
2	Znev_13417
2	Znev_13418
2	Znev_13424
2	Znev_13426
2	Znev_13987
2	Znev_13994
2	Znev_15322
2	Znev_15707
2	Znev_15735
2	Znev_15736
2	Znev_15888
2	Znev_16404
2	Znev_17444
2	Znev_17750
2	Znev_17751
2	Znev_18249
3	Znev_08894
3	Znev_08895
3	Znev_08906
3	Znev_08907
3	Znev_08908
3	Znev_13236
4	Znev_08892
4	Znev_10139
4	Znev_12437
4	Znev_12438
4	Znev_13237
4	Znev_16859
5	Znev_12435
5	Znev_12600
5	Znev_12603
5	Znev_13423
5	Znev_13995
5	Znev_14854
5	Znev_17365
5	Znev_17367
5	Znev_17752
5	Znev_18628
5	Znev_18708
6	Znev_08897
6	Znev_08898
6	Znev_08902
6	Znev_08903
6	Znev_08905
6	Znev_08909
6	Znev_08910
6	Znev_10132
6	Znev_10137
6	Znev_13233
6	Znev_13990
6	Znev_14853
6	Znev_15319
6	Znev_16855
6	Znev_17447
7	Znev_12441
7	Znev_13238
10	Znev_08549
12	Znev_03179
12	Znev_03180
12	Znev_03199
12	Znev_11603
17	Znev_03181
17	Znev_03183
17	Znev_03186
17	Znev_03193
17	Znev_03200
17	Znev_03214
17	Znev_11467
17	Znev_16040
17	Znev_17117
17	Znev_17118
17	Znev_17120
17	Znev_18841
1	Znev_03174
1	Znev_03192
1	Znev_03195
1	Znev_03197
1	Znev_03202
1	Znev_03203
1	Znev_03206
1	Znev_03208
1	Znev_03215
1	Znev_03217
1	Znev_03219
1	Znev_03222
1	Znev_08539
1	Znev_08543
1	Znev_08554
1	Znev_11463
1	Znev_11465
1	Znev_11466
1	Znev_11468
1	Znev_11478
1	Znev_11601
1	Znev_11604
1	Znev_11607
1	Znev_11608
1	Znev_11612
1	Znev_11614
1	Znev_11615
1	Znev_13862
1	Znev_13863
1	Znev_13864
1	Znev_13865
1	Znev_16249
1	Znev_17121
1	Znev_18399
25	Znev_03182
25	Znev_03184
25	Znev_03185
25	Znev_03187
25	Znev_03188
25	Znev_03189
25	Znev_03190
25	Znev_03191
25	Znev_03198
25	Znev_03212
25	Znev_03216
25	Znev_03220
25	Znev_08540
25	Znev_08541
25	Znev_08545
25	Znev_08550
25	Znev_08553
25	Znev_11474
25	Znev_11476
25	Znev_11610
25	Znev_15271
25	Znev_15774
25	Znev_16179
2	Znev_03176
2	Znev_03177
2	Znev_03196
2	Znev_03205
2	Znev_03207
2	Znev_03218
2	Znev_08537
2	Znev_08556
2	Znev_11464
2	Znev_11470
2	Znev_11473
2	Znev_11475
2	Znev_11477
2	Znev_11600
2	Znev_11602
2	Znev_11609
2	Znev_11611
2	Znev_11613
2	Znev_13866
2	Znev_13868
2	Znev_15915
2	Znev_15916
2	Znev_16039
2	Znev_18548
3	Znev_03178
3	Znev_03194
3	Znev_08544
4	Znev_03209
4	Znev_03210
4	Znev_03213
4	Znev_11605
4	Znev_18563
4	Znev_18780
4	Znev_18785
5	Znev_03201
5	Znev_08548
5	Znev_08559
5	Znev_11469
5	Znev_15272
5	Znev_17116
5	Znev_17803
5	Znev_18009
6	Znev_03173
6	Znev_08546
6	Znev_08551
6	Znev_11471
6	Znev_11472
6	Znev_15274
6	Znev_15773
6	Znev_15803
6	Znev_18400
7	Znev_18513
10	Znev_08653
10	Znev_08654
10	Znev_15445
12	Znev_12107
12	Znev_15302
12	Znev_16155
17	Znev_07025
17	Znev_07033
17	Znev_07051
17	Znev_08655
17	Znev_12106
17	Znev_14973
17	Znev_15520
17	Znev_17476
17	Znev_17645
17	Znev_18528
17	Znev_18842
1	Znev_07027
1	Znev_07028
1	Znev_07029
1	Znev_07030
1	Znev_07036
1	Znev_07037
1	Znev_07042
1	Znev_07043
1	Znev_07044
1	Znev_07046
1	Znev_07052
1	Znev_07055
1	Znev_08649
1	Znev_08650
1	Znev_08651
1	Znev_08652
1	Znev_08662
1	Znev_08664
1	Znev_08667
1	Znev_08668
1	Znev_08669
1	Znev_08670
1	Znev_08671
1	Znev_08672
1	Znev_12094
1	Znev_12095
1	Znev_12096
1	Znev_12098
1	Znev_12099
1	Znev_12105
1	Znev_12108
1	Znev_12458
1	Znev_12459
1	Znev_12462
1	Znev_12463
