PS	GeneID
2	evm.model.original_scaffold_9894.9
2	evm.model.original_scaffold_9901.1
2	evm.model.original_scaffold_9940.1
2	evm.model.original_scaffold_9942.1
2	evm.model.original_scaffold_9944.10
2	evm.model.original_scaffold_9944.16
2	evm.model.original_scaffold_9944.2
2	evm.model.original_scaffold_9944.3
2	evm.model.original_scaffold_9944.6
2	evm.model.original_scaffold_9944.7
3	evm.model.original_scaffold_9890.1
3	evm.model.original_scaffold_9890.3
3	evm.model.original_scaffold_9894.44
3	evm.model.original_scaffold_9941.1
3	evm.model.original_scaffold_9944.4
4	evm.model.original_scaffold_978.14
4	evm.model.original_scaffold_978.3
4	evm.model.original_scaffold_978.7
4	evm.model.original_scaffold_9841.1
4	evm.model.original_scaffold_9846.1
4	evm.model.original_scaffold_9890.2
4	evm.model.original_scaffold_9890.4
4	evm.model.original_scaffold_9890.7
4	evm.model.original_scaffold_9894.32
4	evm.model.original_scaffold_9894.39
4	evm.model.original_scaffold_9968.1
5	evm.model.original_scaffold_9894.16
5	evm.model.original_scaffold_9894.3
5	evm.model.original_scaffold_9894.40
5	evm.model.original_scaffold_9944.24
5	evm.model.original_scaffold_9944.27
6	evm.model.original_scaffold_9747.1
6	evm.model.original_scaffold_9831.3
6	evm.model.original_scaffold_9841.3
6	evm.model.original_scaffold_9853.1
6	evm.model.original_scaffold_9894.12
6	evm.model.original_scaffold_9894.33
6	evm.model.original_scaffold_9919.1
6	evm.model.original_scaffold_9944.15
6	evm.model.original_scaffold_9944.18
6	evm.model.original_scaffold_9944.25
6	evm.model.original_scaffold_9966.2
7	evm.model.original_scaffold_9944.12
8	evm.model.original_scaffold_9831.1
8	evm.model.original_scaffold_9831.2
17	evm.model.fragScaff_scaffold_253.10
17	evm.model.fragScaff_scaffold_253.11
17	evm.model.fragScaff_scaffold_257.16
17	evm.model.fragScaff_scaffold_257.21
17	evm.model.fragScaff_scaffold_257.4
17	evm.model.fragScaff_scaffold_26.12
17	evm.model.fragScaff_scaffold_262.1
17	evm.model.fragScaff_scaffold_262.7
17	evm.model.fragScaff_scaffold_263.4
17	evm.model.fragScaff_scaffold_26.6
17	evm.model.fragScaff_scaffold_270.18
17	evm.model.fragScaff_scaffold_270.22
17	evm.model.fragScaff_scaffold_270.27
17	evm.model.fragScaff_scaffold_270.45
17	evm.model.fragScaff_scaffold_270.7
1	evm.model.fragScaff_scaffold_255.2
1	evm.model.fragScaff_scaffold_255.3
1	evm.model.fragScaff_scaffold_257.1
1	evm.model.fragScaff_scaffold_257.13
1	evm.model.fragScaff_scaffold_257.15
1	evm.model.fragScaff_scaffold_257.26
1	evm.model.fragScaff_scaffold_257.36
1	evm.model.fragScaff_scaffold_257.38
1	evm.model.fragScaff_scaffold_258.4
1	evm.model.fragScaff_scaffold_258.5
1	evm.model.fragScaff_scaffold_26.1
1	evm.model.fragScaff_scaffold_26.10
1	evm.model.fragScaff_scaffold_261.1
1	evm.model.fragScaff_scaffold_26.14
1	evm.model.fragScaff_scaffold_26.17
1	evm.model.fragScaff_scaffold_26.20
1	evm.model.fragScaff_scaffold_26.21
1	evm.model.fragScaff_scaffold_26.23
1	evm.model.fragScaff_scaffold_262.4
1	evm.model.fragScaff_scaffold_262.5
1	evm.model.fragScaff_scaffold_26.3
1	evm.model.fragScaff_scaffold_263.13
1	evm.model.fragScaff_scaffold_263.18
1	evm.model.fragScaff_scaffold_263.6
1	evm.model.fragScaff_scaffold_263.7
1	evm.model.fragScaff_scaffold_263.8
1	evm.model.fragScaff_scaffold_263.9
1	evm.model.fragScaff_scaffold_264.12
1	evm.model.fragScaff_scaffold_264.2
1	evm.model.fragScaff_scaffold_264.3
1	evm.model.fragScaff_scaffold_264.6
1	evm.model.fragScaff_scaffold_264.8
1	evm.model.fragScaff_scaffold_267.3
1	evm.model.fragScaff_scaffold_267.4
1	evm.model.fragScaff_scaffold_267.9
1	evm.model.fragScaff_scaffold_270.10
1	evm.model.fragScaff_scaffold_270.12
1	evm.model.fragScaff_scaffold_270.21
1	evm.model.fragScaff_scaffold_270.23
1	evm.model.fragScaff_scaffold_270.25
1	evm.model.fragScaff_scaffold_270.29
1	evm.model.fragScaff_scaffold_270.30
1	evm.model.fragScaff_scaffold_270.32
1	evm.model.fragScaff_scaffold_270.38
1	evm.model.fragScaff_scaffold_270.43
1	evm.model.fragScaff_scaffold_270.44
1	evm.model.fragScaff_scaffold_270.5
24	evm.model.fragScaff_scaffold_257.11
24	evm.model.fragScaff_scaffold_257.20
24	evm.model.fragScaff_scaffold_257.23
24	evm.model.fragScaff_scaffold_26.13
24	evm.model.fragScaff_scaffold_26.18
24	evm.model.fragScaff_scaffold_26.19
24	evm.model.fragScaff_scaffold_262.9
24	evm.model.fragScaff_scaffold_263.11
24	evm.model.fragScaff_scaffold_270.1
24	evm.model.fragScaff_scaffold_270.26
24	evm.model.fragScaff_scaffold_270.31
24	evm.model.fragScaff_scaffold_270.34
24	evm.model.fragScaff_scaffold_270.49
2	evm.model.fragScaff_scaffold_253.6
2	evm.model.fragScaff_scaffold_253.9
2	evm.model.fragScaff_scaffold_257.12
2	evm.model.fragScaff_scaffold_257.27
2	evm.model.fragScaff_scaffold_257.31
2	evm.model.fragScaff_scaffold_257.37
2	evm.model.fragScaff_scaffold_257.5
2	evm.model.fragScaff_scaffold_257.8
2	evm.model.fragScaff_scaffold_257.9
2	evm.model.fragScaff_scaffold_258.6
2	evm.model.fragScaff_scaffold_258.7
2	evm.model.fragScaff_scaffold_258.8
2	evm.model.fragScaff_scaffold_258.9
2	evm.model.fragScaff_scaffold_26.11
2	evm.model.fragScaff_scaffold_262.11
2	evm.model.fragScaff_scaffold_26.22
2	evm.model.fragScaff_scaffold_262.6
2	evm.model.fragScaff_scaffold_263.5
2	evm.model.fragScaff_scaffold_264.10
2	evm.model.fragScaff_scaffold_264.11
2	evm.model.fragScaff_scaffold_264.4
2	evm.model.fragScaff_scaffold_264.5
2	evm.model.fragScaff_scaffold_264.7
2	evm.model.fragScaff_scaffold_265.1
2	evm.model.fragScaff_scaffold_267.1
2	evm.model.fragScaff_scaffold_267.5
2	evm.model.fragScaff_scaffold_270.11
2	evm.model.fragScaff_scaffold_270.13
2	evm.model.fragScaff_scaffold_270.19
2	evm.model.fragScaff_scaffold_270.20
2	evm.model.fragScaff_scaffold_270.24
2	evm.model.fragScaff_scaffold_270.3
2	evm.model.fragScaff_scaffold_270.36
2	evm.model.fragScaff_scaffold_270.40
2	evm.model.fragScaff_scaffold_270.41
2	evm.model.fragScaff_scaffold_270.42
2	evm.model.fragScaff_scaffold_270.51
3	evm.model.fragScaff_scaffold_267.6
3	evm.model.fragScaff_scaffold_267.7
3	evm.model.fragScaff_scaffold_270.46
4	evm.model.fragScaff_scaffold_253.7
4	evm.model.fragScaff_scaffold_257.2
4	evm.model.fragScaff_scaffold_257.32
4	evm.model.fragScaff_scaffold_258.3
4	evm.model.fragScaff_scaffold_263.12
4	evm.model.fragScaff_scaffold_263.17
4	evm.model.fragScaff_scaffold_264.1
4	evm.model.fragScaff_scaffold_264.9
4	evm.model.fragScaff_scaffold_267.2
5	evm.model.fragScaff_scaffold_257.14
5	evm.model.fragScaff_scaffold_257.18
5	evm.model.fragScaff_scaffold_257.19
5	evm.model.fragScaff_scaffold_257.28
5	evm.model.fragScaff_scaffold_257.29
5	evm.model.fragScaff_scaffold_257.3
5	evm.model.fragScaff_scaffold_257.6
5	evm.model.fragScaff_scaffold_257.7
5	evm.model.fragScaff_scaffold_262.10
5	evm.model.fragScaff_scaffold_262.3
5	evm.model.fragScaff_scaffold_263.1
5	evm.model.fragScaff_scaffold_263.2
5	evm.model.fragScaff_scaffold_270.16
6	evm.model.fragScaff_scaffold_255.1
6	evm.model.fragScaff_scaffold_255.4
6	evm.model.fragScaff_scaffold_258.1
6	evm.model.fragScaff_scaffold_26.16
6	evm.model.fragScaff_scaffold_26.4
6	evm.model.fragScaff_scaffold_270.39
6	evm.model.fragScaff_scaffold_270.50
7	evm.model.fragScaff_scaffold_253.8
7	evm.model.fragScaff_scaffold_257.17
7	evm.model.fragScaff_scaffold_257.30
8	evm.model.fragScaff_scaffold_257.35
12	evm.model.fragScaff_scaffold_277.37
17	evm.model.fragScaff_scaffold_277.1
17	evm.model.fragScaff_scaffold_277.46
17	evm.model.fragScaff_scaffold_277.47
17	evm.model.fragScaff_scaffold_278.12
17	evm.model.fragScaff_scaffold_278.9
1	evm.model.fragScaff_scaffold_270.52
1	evm.model.fragScaff_scaffold_273.11
1	evm.model.fragScaff_scaffold_273.3
1	evm.model.fragScaff_scaffold_273.9
1	evm.model.fragScaff_scaffold_275.6
1	evm.model.fragScaff_scaffold_277.11
1	evm.model.fragScaff_scaffold_277.14
1	evm.model.fragScaff_scaffold_277.17
1	evm.model.fragScaff_scaffold_277.19
1	evm.model.fragScaff_scaffold_277.21
1	evm.model.fragScaff_scaffold_277.23
1	evm.model.fragScaff_scaffold_277.26
1	evm.model.fragScaff_scaffold_277.29
1	evm.model.fragScaff_scaffold_277.32
1	evm.model.fragScaff_scaffold_277.33
1	evm.model.fragScaff_scaffold_277.34
1	evm.model.fragScaff_scaffold_277.35
1	evm.model.fragScaff_scaffold_277.36
1	evm.model.fragScaff_scaffold_277.39
1	evm.model.fragScaff_scaffold_277.4
1	evm.model.fragScaff_scaffold_277.43
1	evm.model.fragScaff_scaffold_277.45
1	evm.model.fragScaff_scaffold_277.6
1	evm.model.fragScaff_scaffold_278.1
1	evm.model.fragScaff_scaffold_278.13
1	evm.model.fragScaff_scaffold_278.14
1	evm.model.fragScaff_scaffold_278.2
1	evm.model.fragScaff_scaffold_278.3
1	evm.model.fragScaff_scaffold_278.7
1	evm.model.fragScaff_scaffold_278.8
1	evm.model.fragScaff_scaffold_280.12
1	evm.model.fragScaff_scaffold_280.13
1	evm.model.fragScaff_scaffold_280.14
1	evm.model.fragScaff_scaffold_280.16
1	evm.model.fragScaff_scaffold_280.19
1	evm.model.fragScaff_scaffold_280.2
1	evm.model.fragScaff_scaffold_280.20
1	evm.model.fragScaff_scaffold_280.21
1	evm.model.fragScaff_scaffold_280.24
1	evm.model.fragScaff_scaffold_280.27
1	evm.model.fragScaff_scaffold_280.28
1	evm.model.fragScaff_scaffold_280.3
1	evm.model.fragScaff_scaffold_280.30
1	evm.model.fragScaff_scaffold_280.33
1	evm.model.fragScaff_scaffold_280.35
1	evm.model.fragScaff_scaffold_280.36
1	evm.model.fragScaff_scaffold_280.37
1	evm.model.fragScaff_scaffold_280.39
1	evm.model.fragScaff_scaffold_280.4
1	evm.model.fragScaff_scaffold_280.41
1	evm.model.fragScaff_scaffold_280.42
1	evm.model.fragScaff_scaffold_280.5
1	evm.model.fragScaff_scaffold_280.6
24	evm.model.fragScaff_scaffold_273.5
24	evm.model.fragScaff_scaffold_275.3
24	evm.model.fragScaff_scaffold_277.10
24	evm.model.fragScaff_scaffold_277.16
24	evm.model.fragScaff_scaffold_277.18
24	evm.model.fragScaff_scaffold_277.7
24	evm.model.fragScaff_scaffold_280.26
24	evm.model.fragScaff_scaffold_280.44
2	evm.model.fragScaff_scaffold_273.8
2	evm.model.fragScaff_scaffold_275.4
2	evm.model.fragScaff_scaffold_277.20
2	evm.model.fragScaff_scaffold_277.22
2	evm.model.fragScaff_scaffold_277.24
2	evm.model.fragScaff_scaffold_277.3
2	evm.model.fragScaff_scaffold_277.31
2	evm.model.fragScaff_scaffold_277.38
2	evm.model.fragScaff_scaffold_277.42
2	evm.model.fragScaff_scaffold_277.5
2	evm.model.fragScaff_scaffold_278.10
2	evm.model.fragScaff_scaffold_278.11
2	evm.model.fragScaff_scaffold_278.15
2	evm.model.fragScaff_scaffold_279.1
2	evm.model.fragScaff_scaffold_280.11
2	evm.model.fragScaff_scaffold_280.15
2	evm.model.fragScaff_scaffold_280.22
2	evm.model.fragScaff_scaffold_280.23
2	evm.model.fragScaff_scaffold_280.25
2	evm.model.fragScaff_scaffold_280.29
2	evm.model.fragScaff_scaffold_280.31
2	evm.model.fragScaff_scaffold_280.32
2	evm.model.fragScaff_scaffold_280.45
2	evm.model.fragScaff_scaffold_280.8
2	evm.model.fragScaff_scaffold_280.9
3	evm.model.fragScaff_scaffold_277.15
3	evm.model.fragScaff_scaffold_277.28
3	evm.model.fragScaff_scaffold_280.34
4	evm.model.fragScaff_scaffold_274.1
4	evm.model.fragScaff_scaffold_277.13
4	evm.model.fragScaff_scaffold_277.25
4	evm.model.fragScaff_scaffold_277.41
4	evm.model.fragScaff_scaffold_278.6
4	evm.model.fragScaff_scaffold_280.18
4	evm.model.fragScaff_scaffold_280.43
5	evm.model.fragScaff_scaffold_273.1
5	evm.model.fragScaff_scaffold_275.1
5	evm.model.fragScaff_scaffold_277.2
5	evm.model.fragScaff_scaffold_277.30
6	evm.model.fragScaff_scaffold_273.4
6	evm.model.fragScaff_scaffold_277.12
6	evm.model.fragScaff_scaffold_278.16
6	evm.model.fragScaff_scaffold_280.1
6	evm.model.fragScaff_scaffold_280.10
12	evm.model.fragScaff_scaffold_280.54
17	evm.model.fragScaff_scaffold_280.100
17	evm.model.fragScaff_scaffold_280.68
17	evm.model.fragScaff_scaffold_280.98
17	evm.model.fragScaff_scaffold_282.8
17	evm.model.fragScaff_scaffold_284.11
1	evm.model.fragScaff_scaffold_280.48
1	evm.model.fragScaff_scaffold_280.49
1	evm.model.fragScaff_scaffold_280.50
1	evm.model.fragScaff_scaffold_280.51
1	evm.model.fragScaff_scaffold_280.52
1	evm.model.fragScaff_scaffold_280.57
1	evm.model.fragScaff_scaffold_280.58
1	evm.model.fragScaff_scaffold_280.61
1	evm.model.fragScaff_scaffold_280.62
1	evm.model.fragScaff_scaffold_280.66
1	evm.model.fragScaff_scaffold_280.69
1	evm.model.fragScaff_scaffold_280.70
1	evm.model.fragScaff_scaffold_280.71
1	evm.model.fragScaff_scaffold_280.75
1	evm.model.fragScaff_scaffold_280.79
1	evm.model.fragScaff_scaffold_280.80
1	evm.model.fragScaff_scaffold_280.82
1	evm.model.fragScaff_scaffold_280.83
1	evm.model.fragScaff_scaffold_280.85
1	evm.model.fragScaff_scaffold_280.88
1	evm.model.fragScaff_scaffold_280.89
1	evm.model.fragScaff_scaffold_282.2
1	evm.model.fragScaff_scaffold_282.4
1	evm.model.fragScaff_scaffold_284.2
1	evm.model.fragScaff_scaffold_284.8
1	evm.model.fragScaff_scaffold_285.11
1	evm.model.fragScaff_scaffold_285.13
1	evm.model.fragScaff_scaffold_285.14
1	evm.model.fragScaff_scaffold_285.15
1	evm.model.fragScaff_scaffold_285.19
1	evm.model.fragScaff_scaffold_285.21
1	evm.model.fragScaff_scaffold_285.26
1	evm.model.fragScaff_scaffold_285.27
1	evm.model.fragScaff_scaffold_285.29
1	evm.model.fragScaff_scaffold_285.30
1	evm.model.fragScaff_scaffold_285.31
1	evm.model.fragScaff_scaffold_285.32
1	evm.model.fragScaff_scaffold_285.33
1	evm.model.fragScaff_scaffold_285.35
1	evm.model.fragScaff_scaffold_285.42
1	evm.model.fragScaff_scaffold_285.43
1	evm.model.fragScaff_scaffold_285.46
1	evm.model.fragScaff_scaffold_285.47
1	evm.model.fragScaff_scaffold_285.48
1	evm.model.fragScaff_scaffold_285.50
1	evm.model.fragScaff_scaffold_285.51
1	evm.model.fragScaff_scaffold_285.52
1	evm.model.fragScaff_scaffold_285.9
24	evm.model.fragScaff_scaffold_280.63
24	evm.model.fragScaff_scaffold_280.90
24	evm.model.fragScaff_scaffold_280.93
24	evm.model.fragScaff_scaffold_281.2
24	evm.model.fragScaff_scaffold_285.22
24	evm.model.fragScaff_scaffold_285.25
2	evm.model.fragScaff_scaffold_280.46
2	evm.model.fragScaff_scaffold_280.60
2	evm.model.fragScaff_scaffold_280.64
2	evm.model.fragScaff_scaffold_280.65
2	evm.model.fragScaff_scaffold_280.72
2	evm.model.fragScaff_scaffold_280.73
2	evm.model.fragScaff_scaffold_280.74
2	evm.model.fragScaff_scaffold_280.76
2	evm.model.fragScaff_scaffold_280.94
2	evm.model.fragScaff_scaffold_284.10
2	evm.model.fragScaff_scaffold_284.3
2	evm.model.fragScaff_scaffold_284.7
2	evm.model.fragScaff_scaffold_285.17
2	evm.model.fragScaff_scaffold_285.2
2	evm.model.fragScaff_scaffold_285.20
2	evm.model.fragScaff_scaffold_285.23
2	evm.model.fragScaff_scaffold_285.28
2	evm.model.fragScaff_scaffold_285.34
2	evm.model.fragScaff_scaffold_285.36
2	evm.model.fragScaff_scaffold_285.38
2	evm.model.fragScaff_scaffold_285.40
2	evm.model.fragScaff_scaffold_285.44
2	evm.model.fragScaff_scaffold_285.5
2	evm.model.fragScaff_scaffold_285.6
2	evm.model.fragScaff_scaffold_285.8
2	evm.model.fragScaff_scaffold_29.1
2	evm.model.fragScaff_scaffold_29.2
3	evm.model.fragScaff_scaffold_280.86
3	evm.model.fragScaff_scaffold_284.6
3	evm.model.fragScaff_scaffold_285.37
3	evm.model.fragScaff_scaffold_285.7
4	evm.model.fragScaff_scaffold_280.55
4	evm.model.fragScaff_scaffold_280.59
4	evm.model.fragScaff_scaffold_280.91
4	evm.model.fragScaff_scaffold_282.7
4	evm.model.fragScaff_scaffold_285.10
4	evm.model.fragScaff_scaffold_285.3
4	evm.model.fragScaff_scaffold_285.39
4	evm.model.fragScaff_scaffold_29.3
5	evm.model.fragScaff_scaffold_280.87
5	evm.model.fragScaff_scaffold_280.97
5	evm.model.fragScaff_scaffold_285.16
5	evm.model.fragScaff_scaffold_285.18
5	evm.model.fragScaff_scaffold_29.4
6	evm.model.fragScaff_scaffold_280.77
6	evm.model.fragScaff_scaffold_280.78
6	evm.model.fragScaff_scaffold_280.84
6	evm.model.fragScaff_scaffold_280.92
6	evm.model.fragScaff_scaffold_280.96
6	evm.model.fragScaff_scaffold_281.1
6	evm.model.fragScaff_scaffold_281.4
6	evm.model.fragScaff_scaffold_281.5
6	evm.model.fragScaff_scaffold_281.6
6	evm.model.fragScaff_scaffold_284.5
6	evm.model.fragScaff_scaffold_285.24
6	evm.model.fragScaff_scaffold_285.53
7	evm.model.fragScaff_scaffold_280.47
10	evm.model.fragScaff_scaffold_292.10
10	evm.model.fragScaff_scaffold_305.3
12	evm.model.fragScaff_scaffold_295.48
12	evm.model.fragScaff_scaffold_299.14
12	evm.model.fragScaff_scaffold_300.7
17	evm.model.fragScaff_scaffold_295.1
17	evm.model.fragScaff_scaffold_295.32
17	evm.model.fragScaff_scaffold_295.36
17	evm.model.fragScaff_scaffold_298.14
17	evm.model.fragScaff_scaffold_300.10
1	evm.model.fragScaff_scaffold_292.1
1	evm.model.fragScaff_scaffold_292.11
1	evm.model.fragScaff_scaffold_292.12
1	evm.model.fragScaff_scaffold_292.15
1	evm.model.fragScaff_scaffold_292.6
1	evm.model.fragScaff_scaffold_292.7
1	evm.model.fragScaff_scaffold_295.14
1	evm.model.fragScaff_scaffold_295.16
1	evm.model.fragScaff_scaffold_295.17
1	evm.model.fragScaff_scaffold_295.24
1	evm.model.fragScaff_scaffold_295.28
1	evm.model.fragScaff_scaffold_295.34
1	evm.model.fragScaff_scaffold_295.35
1	evm.model.fragScaff_scaffold_295.40
1	evm.model.fragScaff_scaffold_295.41
1	evm.model.fragScaff_scaffold_295.42
1	evm.model.fragScaff_scaffold_295.45
1	evm.model.fragScaff_scaffold_295.46
1	evm.model.fragScaff_scaffold_295.47
1	evm.model.fragScaff_scaffold_295.5
1	evm.model.fragScaff_scaffold_295.51
1	evm.model.fragScaff_scaffold_295.53
1	evm.model.fragScaff_scaffold_295.6
1	evm.model.fragScaff_scaffold_298.1
1	evm.model.fragScaff_scaffold_298.10
1	evm.model.fragScaff_scaffold_298.12
1	evm.model.fragScaff_scaffold_298.13
1	evm.model.fragScaff_scaffold_298.2
1	evm.model.fragScaff_scaffold_298.6
1	evm.model.fragScaff_scaffold_299.1
1	evm.model.fragScaff_scaffold_299.13
1	evm.model.fragScaff_scaffold_299.18
1	evm.model.fragScaff_scaffold_299.23
1	evm.model.fragScaff_scaffold_299.24
1	evm.model.fragScaff_scaffold_299.5
1	evm.model.fragScaff_scaffold_300.11
1	evm.model.fragScaff_scaffold_300.2
1	evm.model.fragScaff_scaffold_300.3
1	evm.model.fragScaff_scaffold_300.4
1	evm.model.fragScaff_scaffold_300.5
1	evm.model.fragScaff_scaffold_300.8
1	evm.model.fragScaff_scaffold_302.1
1	evm.model.fragScaff_scaffold_302.2
1	evm.model.fragScaff_scaffold_304.1
1	evm.model.fragScaff_scaffold_3.1
1	evm.model.fragScaff_scaffold_3.2
24	evm.model.fragScaff_scaffold_295.27
24	evm.model.fragScaff_scaffold_295.30
24	evm.model.fragScaff_scaffold_295.33
24	evm.model.fragScaff_scaffold_299.21
24	evm.model.fragScaff_scaffold_300.6
24	evm.model.fragScaff_scaffold_304.10
24	evm.model.fragScaff_scaffold_304.8
24	evm.model.fragScaff_scaffold_3.3
2	evm.model.fragScaff_scaffold_29.11
2	evm.model.fragScaff_scaffold_292.4
2	evm.model.fragScaff_scaffold_292.8
2	evm.model.fragScaff_scaffold_295.10
2	evm.model.fragScaff_scaffold_295.12
2	evm.model.fragScaff_scaffold_295.15
2	evm.model.fragScaff_scaffold_295.18
2	evm.model.fragScaff_scaffold_295.22
2	evm.model.fragScaff_scaffold_295.23
2	evm.model.fragScaff_scaffold_295.26
2	evm.model.fragScaff_scaffold_295.31
2	evm.model.fragScaff_scaffold_295.39
2	evm.model.fragScaff_scaffold_295.43
2	evm.model.fragScaff_scaffold_295.44
2	evm.model.fragScaff_scaffold_295.49
2	evm.model.fragScaff_scaffold_295.8
2	evm.model.fragScaff_scaffold_297.3
2	evm.model.fragScaff_scaffold_298.15
2	evm.model.fragScaff_scaffold_298.17
2	evm.model.fragScaff_scaffold_298.3
2	evm.model.fragScaff_scaffold_298.5
2	evm.model.fragScaff_scaffold_298.7
2	evm.model.fragScaff_scaffold_298.9
2	evm.model.fragScaff_scaffold_299.12
2	evm.model.fragScaff_scaffold_299.16
2	evm.model.fragScaff_scaffold_299.22
2	evm.model.fragScaff_scaffold_299.3
2	evm.model.fragScaff_scaffold_299.4
2	evm.model.fragScaff_scaffold_302.3
2	evm.model.fragScaff_scaffold_304.17
2	evm.model.fragScaff_scaffold_304.2
2	evm.model.fragScaff_scaffold_305.1
3	evm.model.fragScaff_scaffold_295.21
3	evm.model.fragScaff_scaffold_295.25
3	evm.model.fragScaff_scaffold_299.20
3	evm.model.fragScaff_scaffold_304.4
3	evm.model.fragScaff_scaffold_305.2
4	evm.model.fragScaff_scaffold_292.9
4	evm.model.fragScaff_scaffold_295.3
4	evm.model.fragScaff_scaffold_295.37
4	evm.model.fragScaff_scaffold_295.7
4	evm.model.fragScaff_scaffold_29.6
4	evm.model.fragScaff_scaffold_29.7
4	evm.model.fragScaff_scaffold_297.1
4	evm.model.fragScaff_scaffold_298.16
4	evm.model.fragScaff_scaffold_298.4
4	evm.model.fragScaff_scaffold_299.10
4	evm.model.fragScaff_scaffold_299.15
4	evm.model.fragScaff_scaffold_299.8
4	evm.model.fragScaff_scaffold_302.6
4	evm.model.fragScaff_scaffold_302.9
4	evm.model.fragScaff_scaffold_304.7
5	evm.model.fragScaff_scaffold_292.13
5	evm.model.fragScaff_scaffold_292.5
5	evm.model.fragScaff_scaffold_29.5
5	evm.model.fragScaff_scaffold_295.11
5	evm.model.fragScaff_scaffold_295.20
5	evm.model.fragScaff_scaffold_295.4
5	evm.model.fragScaff_scaffold_297.2
5	evm.model.fragScaff_scaffold_298.8
5	evm.model.fragScaff_scaffold_302.7
5	evm.model.fragScaff_scaffold_3.5
6	evm.model.fragScaff_scaffold_29.10
6	evm.model.fragScaff_scaffold_292.2
6	evm.model.fragScaff_scaffold_299.11
6	evm.model.fragScaff_scaffold_299.17
6	evm.model.fragScaff_scaffold_299.19
6	evm.model.fragScaff_scaffold_299.7
6	evm.model.fragScaff_scaffold_300.1
6	evm.model.fragScaff_scaffold_304.3
7	evm.model.fragScaff_scaffold_298.21
7	evm.model.fragScaff_scaffold_299.2
10	evm.model.fragScaff_scaffold_317.23
17	evm.model.fragScaff_scaffold_309.12
17	evm.model.fragScaff_scaffold_311.12
17	evm.model.fragScaff_scaffold_312.17
