PS	GeneID
1	Mnat_03524
1	Mnat_03526
1	Mnat_03528
1	Mnat_03529
1	Mnat_03530
1	Mnat_03531
1	Mnat_03532
1	Mnat_03535
1	Mnat_03536
1	Mnat_03546
1	Mnat_03548
1	Mnat_15806
1	Mnat_15808
1	Mnat_15811
1	Mnat_15820
1	Mnat_15821
1	Mnat_15826
1	Mnat_15828
1	Mnat_15834
20	Mnat_15841
23	Mnat_03408
23	Mnat_03410
23	Mnat_03445
23	Mnat_03454
23	Mnat_03502
23	Mnat_03533
23	Mnat_03534
23	Mnat_03540
23	Mnat_15827
23	Mnat_15839
2	Mnat_03409
2	Mnat_03413
2	Mnat_03416
2	Mnat_03424
2	Mnat_03430
2	Mnat_03433
2	Mnat_03448
2	Mnat_03460
2	Mnat_03463
2	Mnat_03470
2	Mnat_03473
2	Mnat_03476
2	Mnat_03477
2	Mnat_03483
2	Mnat_03485
2	Mnat_03488
2	Mnat_03489
2	Mnat_03490
2	Mnat_03507
2	Mnat_03515
2	Mnat_03519
2	Mnat_03522
2	Mnat_03525
2	Mnat_03537
2	Mnat_03538
2	Mnat_03539
2	Mnat_03543
2	Mnat_03545
2	Mnat_03547
2	Mnat_15807
2	Mnat_15809
2	Mnat_15812
2	Mnat_15813
2	Mnat_15822
2	Mnat_15823
2	Mnat_15829
2	Mnat_15830
2	Mnat_15831
2	Mnat_15832
2	Mnat_15837
2	Mnat_15838
2	Mnat_15843
3	Mnat_03487
3	Mnat_03527
3	Mnat_03541
3	Mnat_03544
4	Mnat_03411
4	Mnat_03417
4	Mnat_03437
4	Mnat_03453
4	Mnat_03458
4	Mnat_03505
4	Mnat_03511
4	Mnat_03518
4	Mnat_18026
5	Mnat_03412
5	Mnat_03414
5	Mnat_03420
5	Mnat_03422
5	Mnat_03423
5	Mnat_03427
5	Mnat_03428
5	Mnat_03435
5	Mnat_03438
5	Mnat_03440
5	Mnat_03441
5	Mnat_03455
5	Mnat_03465
5	Mnat_03469
5	Mnat_03472
5	Mnat_03474
5	Mnat_03478
5	Mnat_03479
5	Mnat_03481
5	Mnat_03484
5	Mnat_03486
5	Mnat_03491
5	Mnat_03492
5	Mnat_03496
5	Mnat_03506
5	Mnat_03508
5	Mnat_03509
5	Mnat_03512
5	Mnat_03516
5	Mnat_03517
5	Mnat_03542
5	Mnat_15814
5	Mnat_15824
5	Mnat_15835
6	Mnat_03439
6	Mnat_03447
6	Mnat_03449
6	Mnat_03456
6	Mnat_03457
6	Mnat_03495
6	Mnat_03498
6	Mnat_03503
6	Mnat_03513
6	Mnat_03514
6	Mnat_15805
7	Mnat_03467
7	Mnat_03468
12	Mnat_03559
12	Mnat_15848
17	Mnat_03579
17	Mnat_03647
17	Mnat_03664
17	Mnat_03666
17	Mnat_03668
17	Mnat_15855
17	Mnat_15862
17	Mnat_15869
1	Mnat_03553
1	Mnat_03557
1	Mnat_03562
1	Mnat_03563
1	Mnat_03564
1	Mnat_03566
1	Mnat_03570
1	Mnat_03580
1	Mnat_03593
1	Mnat_03594
1	Mnat_03595
1	Mnat_03599
1	Mnat_03601
1	Mnat_03603
1	Mnat_03604
1	Mnat_03606
1	Mnat_03607
1	Mnat_03621
1	Mnat_03623
1	Mnat_03626
1	Mnat_03629
1	Mnat_03630
1	Mnat_03631
1	Mnat_03632
1	Mnat_03634
1	Mnat_03638
1	Mnat_03643
1	Mnat_03645
1	Mnat_03646
1	Mnat_03648
1	Mnat_03652
1	Mnat_03655
1	Mnat_03657
1	Mnat_03659
1	Mnat_03661
1	Mnat_03662
1	Mnat_03663
1	Mnat_03672
1	Mnat_03675
1	Mnat_03676
1	Mnat_03677
1	Mnat_03678
1	Mnat_03683
1	Mnat_15847
1	Mnat_15851
1	Mnat_15852
1	Mnat_15854
1	Mnat_15857
1	Mnat_15858
1	Mnat_15861
1	Mnat_15865
1	Mnat_15868
1	Mnat_15876
1	Mnat_15878
1	Mnat_17810
1	Mnat_17811
23	Mnat_03556
23	Mnat_03560
23	Mnat_03587
23	Mnat_03588
23	Mnat_03597
23	Mnat_03598
23	Mnat_03600
23	Mnat_03602
23	Mnat_03605
23	Mnat_03610
23	Mnat_03619
23	Mnat_03633
23	Mnat_03635
23	Mnat_03640
23	Mnat_03650
23	Mnat_03656
23	Mnat_03660
23	Mnat_03670
23	Mnat_03673
23	Mnat_15849
23	Mnat_15853
23	Mnat_15863
23	Mnat_15864
23	Mnat_15877
2	Mnat_03549
2	Mnat_03554
2	Mnat_03561
2	Mnat_03565
2	Mnat_03567
2	Mnat_03584
2	Mnat_03585
2	Mnat_03586
2	Mnat_03596
2	Mnat_03608
2	Mnat_03609
2	Mnat_03611
2	Mnat_03612
2	Mnat_03613
2	Mnat_03616
2	Mnat_03628
2	Mnat_03637
2	Mnat_03639
2	Mnat_03641
2	Mnat_03642
2	Mnat_03644
2	Mnat_03649
2	Mnat_03651
2	Mnat_03654
2	Mnat_03658
2	Mnat_03665
2	Mnat_03669
2	Mnat_03671
2	Mnat_03674
2	Mnat_03680
2	Mnat_03681
2	Mnat_03682
2	Mnat_03684
2	Mnat_15859
2	Mnat_15860
2	Mnat_15871
2	Mnat_15872
2	Mnat_17812
3	Mnat_03555
3	Mnat_03653
4	Mnat_03572
4	Mnat_03590
4	Mnat_03617
4	Mnat_03622
4	Mnat_03679
5	Mnat_03550
5	Mnat_03568
5	Mnat_03569
5	Mnat_03575
5	Mnat_03576
5	Mnat_03578
5	Mnat_03589
5	Mnat_03614
5	Mnat_03620
5	Mnat_03624
5	Mnat_03625
5	Mnat_03627
5	Mnat_03685
5	Mnat_15845
5	Mnat_15870
5	Mnat_15874
5	Mnat_15875
5	Mnat_15879
5	Mnat_15880
6	Mnat_03577
6	Mnat_03582
6	Mnat_03591
6	Mnat_03615
6	Mnat_03636
6	Mnat_03667
6	Mnat_15856
6	Mnat_15873
7	Mnat_03558
10	Mnat_03738
17	Mnat_03689
17	Mnat_15898
17	Mnat_15899
17	Mnat_15901
17	Mnat_15902
17	Mnat_15905
17	Mnat_15951
17	Mnat_15954
17	Mnat_15955
1	Mnat_00533
1	Mnat_00534
1	Mnat_00542
1	Mnat_03693
1	Mnat_03699
1	Mnat_03701
1	Mnat_03703
1	Mnat_03705
1	Mnat_03709
1	Mnat_03713
1	Mnat_03724
1	Mnat_03725
1	Mnat_03735
1	Mnat_03739
1	Mnat_03746
1	Mnat_03747
1	Mnat_15882
1	Mnat_15884
1	Mnat_15886
1	Mnat_15887
1	Mnat_15888
1	Mnat_15889
1	Mnat_15896
1	Mnat_15909
1	Mnat_15913
1	Mnat_15917
1	Mnat_15918
1	Mnat_15922
1	Mnat_15925
1	Mnat_15928
1	Mnat_15930
1	Mnat_15933
1	Mnat_15934
1	Mnat_15939
1	Mnat_15940
1	Mnat_15941
1	Mnat_15942
1	Mnat_15946
1	Mnat_15948
1	Mnat_15950
1	Mnat_15952
1	Mnat_15957
1	Mnat_15959
1	Mnat_17558
1	Mnat_17813
1	Mnat_18028
23	Mnat_03688
23	Mnat_03727
23	Mnat_03732
23	Mnat_03744
23	Mnat_15908
23	Mnat_15916
23	Mnat_15919
23	Mnat_15923
23	Mnat_15956
23	Mnat_15960
23	Mnat_17557
23	Mnat_17561
2	Mnat_00535
2	Mnat_00538
2	Mnat_00539
2	Mnat_00541
2	Mnat_03686
2	Mnat_03687
2	Mnat_03691
2	Mnat_03692
2	Mnat_03694
2	Mnat_03695
2	Mnat_03698
2	Mnat_03700
2	Mnat_03716
2	Mnat_03719
2	Mnat_03734
2	Mnat_03736
2	Mnat_03737
2	Mnat_03745
2	Mnat_15881
2	Mnat_15885
2	Mnat_15890
2	Mnat_15891
2	Mnat_15892
2	Mnat_15893
2	Mnat_15907
2	Mnat_15910
2	Mnat_15911
2	Mnat_15915
2	Mnat_15921
2	Mnat_15924
2	Mnat_15927
2	Mnat_15929
2	Mnat_15932
2	Mnat_15936
2	Mnat_15947
2	Mnat_15949
2	Mnat_15953
2	Mnat_15958
2	Mnat_18027
3	Mnat_03726
3	Mnat_15904
3	Mnat_17556
3	Mnat_17760
4	Mnat_00544
4	Mnat_03708
4	Mnat_03712
4	Mnat_03721
4	Mnat_03730
4	Mnat_15895
4	Mnat_15935
4	Mnat_15945
4	Mnat_17555
4	Mnat_17562
5	Mnat_00536
5	Mnat_00537
5	Mnat_00543
5	Mnat_03702
5	Mnat_03704
5	Mnat_03706
5	Mnat_03711
5	Mnat_03714
5	Mnat_03717
5	Mnat_03718
5	Mnat_03722
5	Mnat_03723
5	Mnat_03729
5	Mnat_03731
5	Mnat_03733
5	Mnat_03742
5	Mnat_15883
5	Mnat_15894
5	Mnat_15897
5	Mnat_15912
5	Mnat_15920
5	Mnat_15926
5	Mnat_17560
6	Mnat_03697
6	Mnat_03728
6	Mnat_03740
6	Mnat_03741
6	Mnat_15900
6	Mnat_15906
6	Mnat_15914
6	Mnat_15931
6	Mnat_15937
6	Mnat_15943
6	Mnat_15944
6	Mnat_17814
7	Mnat_15903
7	Mnat_15938
12	Mnat_03844
17	Mnat_00560
17	Mnat_00571
17	Mnat_00584
17	Mnat_03749
17	Mnat_15964
17	Mnat_15974
1	Mnat_00550
1	Mnat_00557
1	Mnat_00558
1	Mnat_00562
1	Mnat_00566
1	Mnat_00567
1	Mnat_00568
1	Mnat_00569
1	Mnat_00574
1	Mnat_00580
1	Mnat_00582
1	Mnat_00585
1	Mnat_00587
1	Mnat_00592
1	Mnat_03750
1	Mnat_03751
1	Mnat_03752
1	Mnat_03753
1	Mnat_03773
1	Mnat_03781
1	Mnat_03787
1	Mnat_03789
1	Mnat_03791
1	Mnat_03801
1	Mnat_03806
1	Mnat_03807
1	Mnat_03808
1	Mnat_03809
1	Mnat_03812
1	Mnat_03813
1	Mnat_03815
1	Mnat_03817
1	Mnat_03826
1	Mnat_03827
1	Mnat_03830
1	Mnat_03831
1	Mnat_03832
1	Mnat_03838
1	Mnat_03840
1	Mnat_03841
1	Mnat_15962
1	Mnat_15963
1	Mnat_15985
23	Mnat_00546
23	Mnat_00548
23	Mnat_00551
23	Mnat_00552
23	Mnat_00561
23	Mnat_00586
23	Mnat_03757
23	Mnat_03785
23	Mnat_03799
23	Mnat_03800
23	Mnat_03803
23	Mnat_03816
23	Mnat_15981
23	Mnat_17815
2	Mnat_00547
2	Mnat_00553
2	Mnat_00555
2	Mnat_00559
2	Mnat_00565
2	Mnat_00573
2	Mnat_00576
2	Mnat_00578
2	Mnat_00581
2	Mnat_00588
2	Mnat_00590
2	Mnat_03748
2	Mnat_03756
2	Mnat_03762
2	Mnat_03765
2	Mnat_03767
2	Mnat_03770
2	Mnat_03774
2	Mnat_03779
2	Mnat_03788
2	Mnat_03792
2	Mnat_03793
2	Mnat_03794
2	Mnat_03798
2	Mnat_03802
2	Mnat_03818
2	Mnat_03821
2	Mnat_03828
2	Mnat_03829
2	Mnat_03834
2	Mnat_03839
2	Mnat_03842
2	Mnat_15969
2	Mnat_15972
2	Mnat_15978
2	Mnat_15979
2	Mnat_15980
2	Mnat_15982
2	Mnat_17564
2	Mnat_17565
3	Mnat_00570
3	Mnat_00575
3	Mnat_03754
3	Mnat_03758
3	Mnat_03760
3	Mnat_03835
3	Mnat_15977
4	Mnat_00577
4	Mnat_03763
4	Mnat_03764
4	Mnat_03771
4	Mnat_03772
4	Mnat_03776
4	Mnat_03777
4	Mnat_03778
4	Mnat_03790
4	Mnat_03837
4	Mnat_15961
4	Mnat_15968
5	Mnat_00549
5	Mnat_03759
5	Mnat_03761
5	Mnat_03768
5	Mnat_03769
5	Mnat_03775
5	Mnat_03782
5	Mnat_03783
5	Mnat_03784
5	Mnat_03786
5	Mnat_03795
5	Mnat_03796
5	Mnat_03805
5	Mnat_03814
5	Mnat_03823
5	Mnat_03836
5	Mnat_15965
5	Mnat_15966
5	Mnat_15971
5	Mnat_15973
5	Mnat_15975
6	Mnat_00556
6	Mnat_00563
6	Mnat_00572
6	Mnat_00579
6	Mnat_00589
6	Mnat_03755
6	Mnat_03820
6	Mnat_03824
6	Mnat_15976
7	Mnat_03804
10	Mnat_17566
12	Mnat_03946
12	Mnat_03948
12	Mnat_03949
12	Mnat_03950
17	Mnat_03890
17	Mnat_03924
17	Mnat_16002
1	Mnat_03872
1	Mnat_03880
1	Mnat_03883
1	Mnat_03885
1	Mnat_03892
1	Mnat_03894
1	Mnat_03895
1	Mnat_03896
1	Mnat_03897
1	Mnat_03902
1	Mnat_03904
1	Mnat_03909
1	Mnat_03910
1	Mnat_03912
1	Mnat_03918
1	Mnat_03919
1	Mnat_03921
1	Mnat_03937
1	Mnat_03940
1	Mnat_03944
1	Mnat_15987
1	Mnat_15988
1	Mnat_15989
1	Mnat_15992
1	Mnat_15995
1	Mnat_15996
1	Mnat_15997
1	Mnat_15998
1	Mnat_15999
1	Mnat_16004
1	Mnat_16006
1	Mnat_16021
1	Mnat_16023
1	Mnat_16024
1	Mnat_16027
1	Mnat_16038
1	Mnat_17816
1	Mnat_18029
23	Mnat_03881
23	Mnat_03934
23	Mnat_16005
23	Mnat_16025
2	Mnat_03849
2	Mnat_03851
2	Mnat_03857
2	Mnat_03858
2	Mnat_03863
2	Mnat_03868
2	Mnat_03869
2	Mnat_03882
2	Mnat_03886
2	Mnat_03888
2	Mnat_03889
2	Mnat_03898
2	Mnat_03899
2	Mnat_03903
2	Mnat_03906
2	Mnat_03907
2	Mnat_03913
2	Mnat_03914
2	Mnat_03916
2	Mnat_03917
2	Mnat_03927
2	Mnat_03930
2	Mnat_03938
2	Mnat_03941
2	Mnat_03951
2	Mnat_15991
2	Mnat_16000
2	Mnat_16003
2	Mnat_16010
2	Mnat_16012
2	Mnat_16013
2	Mnat_16014
2	Mnat_16015
2	Mnat_16019
2	Mnat_16026
2	Mnat_16028
2	Mnat_16029
2	Mnat_16031
2	Mnat_16035
2	Mnat_17567
3	Mnat_15990
3	Mnat_16001
3	Mnat_16008
3	Mnat_16034
4	Mnat_03855
4	Mnat_03920
4	Mnat_15994
4	Mnat_16016
4	Mnat_16018
4	Mnat_16030
5	Mnat_03846
5	Mnat_03847
5	Mnat_03848
5	Mnat_03850
5	Mnat_03853
5	Mnat_03854
5	Mnat_03856
5	Mnat_03860
5	Mnat_03861
5	Mnat_03865
5	Mnat_03866
5	Mnat_03867
5	Mnat_03875
5	Mnat_03877
5	Mnat_03891
5	Mnat_03905
5	Mnat_03923
5	Mnat_03926
5	Mnat_03932
5	Mnat_03936
5	Mnat_03945
5	Mnat_03947
5	Mnat_15993
5	Mnat_16011
5	Mnat_16017
5	Mnat_16020
5	Mnat_16032
5	Mnat_16033
5	Mnat_16036
5	Mnat_16037
5	Mnat_17568
5	Mnat_17570
6	Mnat_03859
6	Mnat_03862
6	Mnat_03864
6	Mnat_03870
6	Mnat_03876
6	Mnat_03879
6	Mnat_03887
6	Mnat_03893
6	Mnat_03915
6	Mnat_03928
6	Mnat_03931
6	Mnat_03933
7	Mnat_03900
10	Mnat_04056
10	Mnat_04057
12	Mnat_04023
12	Mnat_04044
17	Mnat_04026
17	Mnat_04034
17	Mnat_04035
17	Mnat_04043
17	Mnat_04045
17	Mnat_04073
17	Mnat_16051
17	Mnat_16066
17	Mnat_17574
1	Mnat_03952
1	Mnat_03955
1	Mnat_03957
1	Mnat_03958
1	Mnat_03966
1	Mnat_03968
1	Mnat_03969
1	Mnat_03970
1	Mnat_03972
1	Mnat_03976
1	Mnat_03977
1	Mnat_03997
1	Mnat_04000
1	Mnat_04005
1	Mnat_04008
1	Mnat_04020
1	Mnat_04024
1	Mnat_04040
1	Mnat_04048
1	Mnat_04050
1	Mnat_04053
1	Mnat_04068
1	Mnat_04085
1	Mnat_04090
1	Mnat_04093
1	Mnat_04095
1	Mnat_04107
1	Mnat_04108
1	Mnat_04110
1	Mnat_16045
1	Mnat_16049
1	Mnat_16052
1	Mnat_16053
1	Mnat_16063
1	Mnat_17572
1	Mnat_17576
1	Mnat_17817
23	Mnat_03973
23	Mnat_03979
23	Mnat_03992
23	Mnat_04004
23	Mnat_04012
23	Mnat_04013
23	Mnat_04018
23	Mnat_04047
23	Mnat_04051
23	Mnat_04061
23	Mnat_04062
23	Mnat_04067
23	Mnat_04081
23	Mnat_04084
23	Mnat_04089
23	Mnat_16040
23	Mnat_16048
2	Mnat_03953
2	Mnat_03954
2	Mnat_03960
2	Mnat_03962
2	Mnat_03965
2	Mnat_03971
2	Mnat_03974
2	Mnat_03975
2	Mnat_03978
2	Mnat_03981
2	Mnat_03991
2	Mnat_03993
2	Mnat_03998
2	Mnat_04001
2	Mnat_04007
2	Mnat_04009
2	Mnat_04014
2	Mnat_04022
2	Mnat_04025
2	Mnat_04028
2	Mnat_04038
2	Mnat_04049
2	Mnat_04052
2	Mnat_04069
2	Mnat_04070
2	Mnat_04071
2	Mnat_04079
2	Mnat_04080
2	Mnat_04083
2	Mnat_04092
2	Mnat_04094
2	Mnat_04096
2	Mnat_04098
2	Mnat_04100
2	Mnat_04101
2	Mnat_04102
2	Mnat_04103
2	Mnat_04105
2	Mnat_04106
2	Mnat_04109
2	Mnat_16043
2	Mnat_16058
2	Mnat_16061
2	Mnat_16065
2	Mnat_16069
2	Mnat_17573
3	Mnat_03996
3	Mnat_04086
3	Mnat_16050
3	Mnat_17575
4	Mnat_03994
4	Mnat_04002
4	Mnat_04010
4	Mnat_04011
4	Mnat_04036
4	Mnat_04087
4	Mnat_04104
4	Mnat_16041
4	Mnat_16042
4	Mnat_16044
4	Mnat_16047
4	Mnat_16055
4	Mnat_16056
4	Mnat_16057
4	Mnat_16064
4	Mnat_16068
5	Mnat_03956
5	Mnat_03983
5	Mnat_03984
5	Mnat_03986
5	Mnat_03987
5	Mnat_03988
5	Mnat_03995
5	Mnat_03999
5	Mnat_04016
5	Mnat_04021
5	Mnat_04029
5	Mnat_04030
5	Mnat_04032
5	Mnat_04042
5	Mnat_04054
5	Mnat_04058
5	Mnat_04060
5	Mnat_04076
5	Mnat_04078
5	Mnat_04088
5	Mnat_04091
5	Mnat_04097
5	Mnat_04099
5	Mnat_16039
5	Mnat_16046
5	Mnat_16060
5	Mnat_16062
5	Mnat_16067
6	Mnat_03961
6	Mnat_03967
6	Mnat_03980
6	Mnat_04064
7	Mnat_04059
10	Mnat_04169
10	Mnat_04199
12	Mnat_04124
12	Mnat_04166
17	Mnat_04114
17	Mnat_04131
17	Mnat_04168
17	Mnat_16070
17	Mnat_17582
1	Mnat_00597
1	Mnat_00599
1	Mnat_04115
1	Mnat_04116
1	Mnat_04121
1	Mnat_04126
1	Mnat_04127
1	Mnat_04132
1	Mnat_04137
1	Mnat_04139
1	Mnat_04141
1	Mnat_04144
1	Mnat_04145
1	Mnat_04150
1	Mnat_04151
1	Mnat_04160
1	Mnat_04161
1	Mnat_04171
1	Mnat_04174
1	Mnat_04176
1	Mnat_04182
1	Mnat_04193
1	Mnat_04194
1	Mnat_04195
1	Mnat_16075
1	Mnat_16077
1	Mnat_16080
1	Mnat_16082
1	Mnat_16084
1	Mnat_16085
1	Mnat_16086
1	Mnat_16087
1	Mnat_16095
1	Mnat_16099
1	Mnat_16100
1	Mnat_16101
1	Mnat_16107
1	Mnat_16117
1	Mnat_16123
1	Mnat_16125
1	Mnat_16129
1	Mnat_17577
1	Mnat_17818
1	Mnat_17819
1	Mnat_17821
23	Mnat_00598
23	Mnat_04111
23	Mnat_04119
23	Mnat_04123
23	Mnat_04142
23	Mnat_04149
23	Mnat_04152
23	Mnat_04153
23	Mnat_04159
23	Mnat_04162
23	Mnat_04165
23	Mnat_04180
23	Mnat_04181
23	Mnat_04187
23	Mnat_04188
23	Mnat_04200
23	Mnat_04201
23	Mnat_04204
23	Mnat_16071
23	Mnat_16072
23	Mnat_16073
23	Mnat_16090
23	Mnat_16092
23	Mnat_16096
23	Mnat_16102
23	Mnat_16116
23	Mnat_16119
23	Mnat_17579
23	Mnat_17580
2	Mnat_00595
2	Mnat_04117
2	Mnat_04118
2	Mnat_04120
2	Mnat_04122
2	Mnat_04125
2	Mnat_04128
2	Mnat_04130
2	Mnat_04133
2	Mnat_04135
2	Mnat_04140
2	Mnat_04146
2	Mnat_04147
2	Mnat_04148
2	Mnat_04155
2	Mnat_04163
2	Mnat_04170
2	Mnat_04173
2	Mnat_04175
2	Mnat_04177
2	Mnat_04183
2	Mnat_04185
2	Mnat_04189
2	Mnat_04190
2	Mnat_04191
2	Mnat_04196
2	Mnat_04197
2	Mnat_04198
2	Mnat_04202
2	Mnat_16081
2	Mnat_16088
2	Mnat_16091
2	Mnat_16093
2	Mnat_16097
2	Mnat_16103
2	Mnat_16104
2	Mnat_16106
2	Mnat_16118
2	Mnat_16121
2	Mnat_16122
2	Mnat_16124
2	Mnat_17578
2	Mnat_17581
2	Mnat_17820
3	Mnat_00600
3	Mnat_04143
3	Mnat_04178
3	Mnat_16078
3	Mnat_16098
4	Mnat_00593
4	Mnat_04129
4	Mnat_04136
4	Mnat_04179
4	Mnat_04203
4	Mnat_16112
4	Mnat_16127
5	Mnat_00594
5	Mnat_04113
5	Mnat_04134
5	Mnat_04158
5	Mnat_04164
5	Mnat_04167
5	Mnat_16105
5	Mnat_16108
5	Mnat_16110
5	Mnat_16115
5	Mnat_16128
6	Mnat_00596
6	Mnat_04156
6	Mnat_04172
6	Mnat_16074
6	Mnat_16076
6	Mnat_16083
6	Mnat_16109
6	Mnat_16113
6	Mnat_16114
6	Mnat_16126
17	Mnat_04212
17	Mnat_04228
17	Mnat_16141
17	Mnat_16142
17	Mnat_16162
1	Mnat_04205
1	Mnat_04206
1	Mnat_04208
1	Mnat_04209
1	Mnat_04210
1	Mnat_04214
1	Mnat_04216
1	Mnat_04217
1	Mnat_04220
1	Mnat_04231
1	Mnat_04232
1	Mnat_04238
1	Mnat_04241
1	Mnat_04244
1	Mnat_04246
1	Mnat_04256
1	Mnat_04257
1	Mnat_04259
1	Mnat_04265
1	Mnat_04267
1	Mnat_04268
1	Mnat_04270
1	Mnat_04274
1	Mnat_04277
1	Mnat_04279
1	Mnat_04280
1	Mnat_04281
1	Mnat_04284
1	Mnat_04286
1	Mnat_04287
1	Mnat_04288
1	Mnat_04293
1	Mnat_16132
1	Mnat_16133
1	Mnat_16136
1	Mnat_16138
1	Mnat_16147
1	Mnat_16165
1	Mnat_16176
1	Mnat_16180
1	Mnat_16182
1	Mnat_16183
1	Mnat_16195
1	Mnat_16196
1	Mnat_17583
1	Mnat_17584
1	Mnat_17586
1	Mnat_17823
1	Mnat_18030
23	Mnat_04213
23	Mnat_04215
23	Mnat_04230
23	Mnat_04235
23	Mnat_04237
23	Mnat_04245
23	Mnat_04251
23	Mnat_04252
23	Mnat_04253
23	Mnat_04278
23	Mnat_04282
23	Mnat_04289
23	Mnat_04294
23	Mnat_16144
23	Mnat_16145
23	Mnat_16146
23	Mnat_16148
23	Mnat_16149
23	Mnat_16154
23	Mnat_16155
23	Mnat_16160
23	Mnat_16168
23	Mnat_16177
23	Mnat_16194
23	Mnat_16198
2	Mnat_04207
2	Mnat_04211
2	Mnat_04218
2	Mnat_04221
2	Mnat_04223
2	Mnat_04224
2	Mnat_04225
2	Mnat_04226
2	Mnat_04233
2	Mnat_04239
2	Mnat_04242
2	Mnat_04243
2	Mnat_04247
2	Mnat_04255
2	Mnat_04258
2	Mnat_04260
2	Mnat_04261
2	Mnat_04264
2	Mnat_04269
2	Mnat_04276
2	Mnat_04283
2	Mnat_04291
2	Mnat_04292
2	Mnat_16130
2	Mnat_16134
2	Mnat_16137
2	Mnat_16150
2	Mnat_16151
2	Mnat_16152
2	Mnat_16157
2	Mnat_16161
2	Mnat_16164
2	Mnat_16166
2	Mnat_16170
2	Mnat_16172
2	Mnat_16173
2	Mnat_16179
2	Mnat_16181
2	Mnat_16186
2	Mnat_16191
2	Mnat_16204
2	Mnat_17822
3	Mnat_04219
3	Mnat_04240
3	Mnat_04266
3	Mnat_04290
3	Mnat_16135
3	Mnat_16143
3	Mnat_16159
3	Mnat_16169
3	Mnat_16188
4	Mnat_04234
4	Mnat_04262
4	Mnat_04271
4	Mnat_16158
4	Mnat_16175
4	Mnat_17585
4	Mnat_18102
5	Mnat_04236
5	Mnat_04250
5	Mnat_04254
5	Mnat_16139
