PS	GeneID
4	RS001620-PA
4	RS001623-PA
4	RS001632-PA
4	RS001663-PA
4	RS001685-PA
4	RS001702-PA
4	RS001717-PA
5	RS001677-PA
6	RS001581-PA
6	RS001585-PA
6	RS001602-PA
6	RS001629-PA
6	RS001642-PA
6	RS001678-PA
7	RS001667-PA
12	RS001792-PA
12	RS001837-PA
17	RS001733-PA
17	RS001753-PA
17	RS001772-PA
17	RS001800-PA
17	RS001819-PA
17	RS001828-PA
17	RS001849-PA
1	RS001729-PA
1	RS001738-PA
1	RS001742-PA
1	RS001743-PA
1	RS001745-PA
1	RS001750-PA
1	RS001756-PA
1	RS001757-PA
1	RS001759-PA
1	RS001763-PA
1	RS001764-PA
1	RS001766-PA
1	RS001773-PA
1	RS001774-PA
1	RS001776-PA
1	RS001777-PA
1	RS001779-PA
1	RS001781-PA
1	RS001787-PA
1	RS001789-PA
1	RS001796-PA
1	RS001799-PA
1	RS001802-PA
1	RS001803-PA
1	RS001804-PA
1	RS001807-PA
1	RS001809-PA
1	RS001810-PA
1	RS001812-PA
1	RS001813-PA
1	RS001818-PA
1	RS001820-PA
1	RS001831-PA
1	RS001834-PA
1	RS001839-PA
1	RS001840-PA
1	RS001841-PA
1	RS001842-PA
1	RS001844-PA
1	RS001845-PA
1	RS001847-PA
1	RS001857-PA
1	RS001860-PA
1	RS001866-PA
1	RS001867-PA
1	RS001871-PA
1	RS001875-PA
1	RS001876-PA
1	RS001878-PA
1	RS001881-PA
25	RS001732-PA
25	RS001744-PA
25	RS001747-PA
25	RS001749-PA
25	RS001751-PA
25	RS001754-PA
25	RS001755-PA
25	RS001758-PA
25	RS001760-PA
25	RS001762-PA
25	RS001767-PA
25	RS001769-PA
25	RS001788-PA
25	RS001791-PA
25	RS001794-PA
25	RS001798-PA
25	RS001801-PA
25	RS001806-PA
25	RS001811-PA
25	RS001814-PA
25	RS001815-PA
25	RS001817-PA
25	RS001824-PA
25	RS001832-PA
25	RS001833-PA
25	RS001848-PA
25	RS001861-PA
25	RS001877-PA
25	RS001882-PA
2	RS001730-PA
2	RS001731-PA
2	RS001737-PA
2	RS001740-PA
2	RS001741-PA
2	RS001746-PA
2	RS001748-PA
2	RS001752-PA
2	RS001761-PA
2	RS001765-PA
2	RS001778-PA
2	RS001785-PA
2	RS001786-PA
2	RS001790-PA
2	RS001793-PA
2	RS001795-PA
2	RS001797-PA
2	RS001805-PA
2	RS001808-PA
2	RS001816-PA
2	RS001822-PA
2	RS001823-PA
2	RS001827-PA
2	RS001829-PA
2	RS001830-PA
2	RS001835-PA
2	RS001836-PA
2	RS001838-PA
2	RS001851-PA
2	RS001859-PA
2	RS001863-PA
2	RS001864-PA
2	RS001865-PA
2	RS001870-PA
2	RS001872-PA
2	RS001873-PA
2	RS001883-PA
2	RS001884-PA
2	RS001885-PA
2	RS001886-PA
3	RS001734-PA
3	RS001768-PA
3	RS001821-PA
3	RS001879-PA
4	RS001736-PA
4	RS001771-PA
4	RS001780-PA
4	RS001825-PA
4	RS001826-PA
4	RS001853-PA
4	RS001854-PA
4	RS001862-PA
4	RS001880-PA
5	RS001735-PA
5	RS001739-PA
5	RS001846-PA
5	RS001855-PA
5	RS001856-PA
5	RS001858-PA
5	RS001868-PA
6	RS001770-PA
6	RS001782-PA
6	RS001783-PA
6	RS001784-PA
6	RS001850-PA
6	RS001852-PA
6	RS001869-PA
7	RS001874-PA
8	RS001843-PA
17	RS001893-PA
17	RS001899-PA
17	RS001934-PA
17	RS001946-PA
17	RS001947-PA
17	RS001971-PA
1	RS001900-PA
1	RS001901-PA
1	RS001902-PA
1	RS001903-PA
1	RS001905-PA
1	RS001906-PA
1	RS001909-PA
1	RS001911-PA
1	RS001912-PA
1	RS001913-PA
1	RS001918-PA
1	RS001920-PA
1	RS001924-PA
1	RS001926-PA
1	RS001927-PA
1	RS001931-PA
1	RS001935-PA
1	RS001936-PA
1	RS001937-PA
1	RS001938-PA
1	RS001940-PA
1	RS001941-PA
1	RS001944-PA
1	RS001948-PA
1	RS001949-PA
1	RS001952-PA
1	RS001953-PA
1	RS001954-PA
1	RS001958-PA
1	RS001959-PA
1	RS001960-PA
1	RS001961-PA
1	RS001964-PA
1	RS001965-PA
1	RS001966-PA
1	RS001967-PA
1	RS001968-PA
1	RS001970-PA
1	RS001973-PA
1	RS001977-PA
1	RS001978-PA
1	RS001983-PA
1	RS001986-PA
1	RS001987-PA
1	RS001989-PA
1	RS001991-PA
1	RS001992-PA
1	RS001994-PA
1	RS001995-PA
1	RS001997-PA
1	RS002003-PA
1	RS002004-PA
1	RS002005-PA
1	RS002006-PA
1	RS002007-PA
1	RS002009-PA
1	RS002010-PA
1	RS002011-PA
1	RS002012-PA
1	RS002013-PA
1	RS002014-PA
1	RS002022-PA
1	RS002024-PA
25	RS001889-PA
25	RS001891-PA
25	RS001892-PA
25	RS001897-PA
25	RS001916-PA
25	RS001917-PA
25	RS001921-PA
25	RS001930-PA
25	RS001932-PA
25	RS001933-PA
25	RS001943-PA
25	RS001945-PA
25	RS001951-PA
25	RS001957-PA
25	RS001969-PA
25	RS001972-PA
25	RS001988-PA
25	RS001998-PA
25	RS001999-PA
25	RS002008-PA
25	RS002017-PA
25	RS002018-PA
25	RS002026-PA
2	RS001887-PA
2	RS001888-PA
2	RS001896-PA
2	RS001907-PA
2	RS001914-PA
2	RS001915-PA
2	RS001919-PA
2	RS001922-PA
2	RS001923-PA
2	RS001925-PA
2	RS001928-PA
2	RS001939-PA
2	RS001950-PA
2	RS001955-PA
2	RS001956-PA
2	RS001974-PA
2	RS001976-PA
2	RS001980-PA
2	RS001981-PA
2	RS001984-PA
2	RS001990-PA
2	RS001993-PA
2	RS002002-PA
2	RS002015-PA
2	RS002021-PA
2	RS002025-PA
2	RS002027-PA
3	RS001904-PA
3	RS001942-PA
3	RS001982-PA
3	RS002001-PA
4	RS001898-PA
4	RS001962-PA
4	RS002016-PA
4	RS002020-PA
5	RS001895-PA
5	RS001908-PA
5	RS001929-PA
5	RS001963-PA
5	RS001979-PA
5	RS001985-PA
5	RS002023-PA
6	RS001894-PA
6	RS001910-PA
6	RS001975-PA
7	RS001890-PA
7	RS002000-PA
8	RS001996-PA
8	RS002019-PA
10	RS002141-PA
12	RS002171-PA
17	RS002122-PA
17	RS002139-PA
17	RS002145-PA
17	RS002153-PA
17	RS002158-PA
1	RS002033-PA
1	RS002034-PA
1	RS002037-PA
1	RS002038-PA
1	RS002039-PA
1	RS002045-PA
1	RS002046-PA
1	RS002048-PA
1	RS002049-PA
1	RS002050-PA
1	RS002051-PA
1	RS002052-PA
1	RS002053-PA
1	RS002054-PA
1	RS002057-PA
1	RS002058-PA
1	RS002059-PA
1	RS002066-PA
1	RS002070-PA
1	RS002071-PA
1	RS002072-PA
1	RS002074-PA
1	RS002076-PA
1	RS002077-PA
1	RS002081-PA
1	RS002083-PA
1	RS002085-PA
1	RS002089-PA
1	RS002090-PA
1	RS002091-PA
1	RS002092-PA
1	RS002094-PA
1	RS002096-PA
1	RS002101-PA
1	RS002105-PA
1	RS002119-PA
1	RS002120-PA
1	RS002128-PA
1	RS002131-PA
1	RS002136-PA
1	RS002143-PA
1	RS002147-PA
1	RS002149-PA
1	RS002155-PA
1	RS002156-PA
1	RS002160-PA
1	RS002164-PA
1	RS002165-PA
1	RS002168-PA
1	RS002169-PA
1	RS002170-PA
25	RS002030-PA
25	RS002031-PA
25	RS002040-PA
25	RS002041-PA
25	RS002044-PA
25	RS002055-PA
25	RS002056-PA
25	RS002062-PA
25	RS002078-PA
25	RS002084-PA
25	RS002093-PA
25	RS002103-PA
25	RS002109-PA
25	RS002111-PA
25	RS002114-PA
25	RS002118-PA
25	RS002121-PA
25	RS002125-PA
25	RS002126-PA
25	RS002127-PA
25	RS002130-PA
25	RS002133-PA
25	RS002134-PA
25	RS002140-PA
25	RS002144-PA
25	RS002148-PA
25	RS002154-PA
25	RS002159-PA
25	RS002166-PA
25	RS002167-PA
25	RS002174-PA
25	RS002175-PA
2	RS002028-PA
2	RS002029-PA
2	RS002035-PA
2	RS002036-PA
2	RS002043-PA
2	RS002060-PA
2	RS002063-PA
2	RS002065-PA
2	RS002067-PA
2	RS002068-PA
2	RS002075-PA
2	RS002080-PA
2	RS002082-PA
2	RS002087-PA
2	RS002095-PA
2	RS002097-PA
2	RS002098-PA
2	RS002100-PA
2	RS002102-PA
2	RS002107-PA
2	RS002110-PA
2	RS002112-PA
2	RS002115-PA
2	RS002116-PA
2	RS002117-PA
2	RS002124-PA
2	RS002135-PA
2	RS002138-PA
2	RS002146-PA
2	RS002150-PA
2	RS002151-PA
2	RS002152-PA
2	RS002162-PA
2	RS002163-PA
2	RS002172-PA
2	RS002176-PA
3	RS002032-PA
3	RS002073-PA
3	RS002104-PA
3	RS002106-PA
3	RS002137-PA
3	RS002142-PA
4	RS002047-PA
4	RS002061-PA
4	RS002064-PA
4	RS002108-PA
4	RS002113-PA
4	RS002123-PA
5	RS002069-PA
5	RS002086-PA
5	RS002088-PA
5	RS002099-PA
5	RS002161-PA
5	RS002173-PA
6	RS002042-PA
6	RS002079-PA
6	RS002129-PA
6	RS002132-PA
6	RS002157-PA
12	RS002219-PA
12	RS002257-PA
17	RS002193-PA
17	RS002206-PA
17	RS002233-PA
17	RS002250-PA
17	RS002299-PA
17	RS002318-PA
17	RS002319-PA
1	RS002178-PA
1	RS002180-PA
1	RS002186-PA
1	RS002187-PA
1	RS002189-PA
1	RS002190-PA
1	RS002191-PA
1	RS002192-PA
1	RS002196-PA
1	RS002198-PA
1	RS002200-PA
1	RS002201-PA
1	RS002203-PA
1	RS002216-PA
1	RS002217-PA
1	RS002221-PA
1	RS002223-PA
1	RS002237-PA
1	RS002239-PA
1	RS002240-PA
1	RS002242-PA
1	RS002246-PA
1	RS002247-PA
1	RS002254-PA
1	RS002255-PA
1	RS002258-PA
1	RS002260-PA
1	RS002261-PA
1	RS002264-PA
1	RS002265-PA
1	RS002266-PA
1	RS002269-PA
1	RS002276-PA
1	RS002283-PA
1	RS002289-PA
1	RS002291-PA
1	RS002295-PA
1	RS002296-PA
1	RS002311-PA
1	RS002313-PA
1	RS002320-PA
1	RS002321-PA
1	RS002322-PA
1	RS002323-PA
25	RS002183-PA
25	RS002185-PA
25	RS002188-PA
25	RS002197-PA
25	RS002199-PA
25	RS002205-PA
25	RS002208-PA
25	RS002210-PA
25	RS002212-PA
25	RS002224-PA
25	RS002225-PA
25	RS002226-PA
25	RS002227-PA
25	RS002234-PA
25	RS002241-PA
25	RS002243-PA
25	RS002244-PA
25	RS002248-PA
25	RS002256-PA
25	RS002262-PA
25	RS002267-PA
25	RS002275-PA
25	RS002279-PA
25	RS002280-PA
25	RS002282-PA
25	RS002287-PA
25	RS002290-PA
25	RS002294-PA
25	RS002301-PA
25	RS002302-PA
25	RS002303-PA
25	RS002304-PA
25	RS002307-PA
25	RS002316-PA
25	RS002317-PA
25	RS002325-PA
25	RS002328-PA
25	RS002329-PA
25	RS002330-PA
25	RS002334-PA
2	RS002179-PA
2	RS002182-PA
2	RS002194-PA
2	RS002195-PA
2	RS002202-PA
2	RS002207-PA
2	RS002209-PA
2	RS002213-PA
2	RS002214-PA
2	RS002215-PA
2	RS002218-PA
2	RS002228-PA
2	RS002231-PA
2	RS002232-PA
2	RS002236-PA
2	RS002238-PA
2	RS002245-PA
2	RS002249-PA
2	RS002251-PA
2	RS002252-PA
2	RS002253-PA
2	RS002259-PA
2	RS002263-PA
2	RS002268-PA
2	RS002270-PA
2	RS002271-PA
2	RS002273-PA
2	RS002277-PA
2	RS002281-PA
2	RS002284-PA
2	RS002286-PA
2	RS002288-PA
2	RS002293-PA
2	RS002297-PA
2	RS002298-PA
2	RS002305-PA
2	RS002306-PA
2	RS002309-PA
2	RS002310-PA
2	RS002314-PA
2	RS002324-PA
2	RS002326-PA
2	RS002327-PA
2	RS002333-PA
3	RS002278-PA
3	RS002300-PA
3	RS002332-PA
4	RS002184-PA
4	RS002222-PA
4	RS002230-PA
4	RS002308-PA
5	RS002177-PA
5	RS002181-PA
5	RS002211-PA
5	RS002220-PA
5	RS002229-PA
5	RS002285-PA
5	RS002292-PA
6	RS002204-PA
6	RS002235-PA
6	RS002272-PA
6	RS002312-PA
6	RS002315-PA
6	RS002331-PA
7	RS002274-PA
10	RS002399-PA
10	RS002432-PA
12	RS002449-PA
12	RS002477-PA
17	RS002344-PA
17	RS002419-PA
17	RS002463-PA
17	RS002476-PA
17	RS002488-PA
1	RS002341-PA
1	RS002348-PA
1	RS002354-PA
1	RS002356-PA
1	RS002358-PA
1	RS002361-PA
1	RS002362-PA
1	RS002363-PA
1	RS002366-PA
1	RS002376-PA
1	RS002379-PA
1	RS002382-PA
1	RS002384-PA
1	RS002386-PA
1	RS002387-PA
1	RS002394-PA
1	RS002397-PA
1	RS002401-PA
1	RS002408-PA
1	RS002410-PA
1	RS002411-PA
1	RS002412-PA
1	RS002414-PA
1	RS002416-PA
1	RS002417-PA
1	RS002420-PA
1	RS002421-PA
1	RS002428-PA
1	RS002429-PA
1	RS002430-PA
1	RS002434-PA
1	RS002437-PA
1	RS002439-PA
1	RS002446-PA
1	RS002448-PA
1	RS002450-PA
1	RS002455-PA
1	RS002456-PA
1	RS002457-PA
1	RS002458-PA
1	RS002470-PA
1	RS002481-PA
1	RS002494-PA
1	RS002497-PA
1	RS002503-PA
1	RS002504-PA
21	RS002467-PA
21	RS002475-PA
25	RS002335-PA
25	RS002336-PA
25	RS002339-PA
25	RS002340-PA
25	RS002345-PA
25	RS002351-PA
25	RS002352-PA
25	RS002353-PA
25	RS002355-PA
25	RS002364-PA
25	RS002365-PA
25	RS002367-PA
25	RS002368-PA
25	RS002369-PA
25	RS002372-PA
25	RS002373-PA
25	RS002374-PA
25	RS002375-PA
25	RS002383-PA
25	RS002388-PA
25	RS002395-PA
25	RS002396-PA
25	RS002402-PA
25	RS002405-PA
25	RS002406-PA
25	RS002409-PA
25	RS002424-PA
25	RS002433-PA
25	RS002436-PA
25	RS002438-PA
25	RS002440-PA
25	RS002441-PA
25	RS002443-PA
25	RS002445-PA
25	RS002452-PA
25	RS002459-PA
25	RS002461-PA
25	RS002464-PA
25	RS002466-PA
25	RS002469-PA
25	RS002474-PA
25	RS002478-PA
25	RS002479-PA
25	RS002484-PA
25	RS002486-PA
25	RS002489-PA
25	RS002492-PA
25	RS002498-PA
25	RS002501-PA
25	RS002502-PA
25	RS002506-PA
2	RS002337-PA
2	RS002338-PA
2	RS002342-PA
2	RS002343-PA
2	RS002346-PA
2	RS002349-PA
2	RS002350-PA
2	RS002360-PA
2	RS002377-PA
2	RS002378-PA
2	RS002380-PA
2	RS002381-PA
2	RS002385-PA
2	RS002390-PA
2	RS002392-PA
2	RS002393-PA
2	RS002398-PA
2	RS002404-PA
2	RS002407-PA
2	RS002415-PA
2	RS002418-PA
2	RS002423-PA
2	RS002425-PA
2	RS002435-PA
2	RS002442-PA
2	RS002444-PA
2	RS002447-PA
2	RS002453-PA
2	RS002454-PA
2	RS002460-PA
2	RS002462-PA
2	RS002471-PA
2	RS002473-PA
2	RS002480-PA
2	RS002482-PA
2	RS002483-PA
2	RS002485-PA
2	RS002495-PA
2	RS002496-PA
2	RS002499-PA
2	RS002500-PA
2	RS002508-PA
3	RS002389-PA
3	RS002507-PA
4	RS002359-PA
4	RS002370-PA
4	RS002371-PA
4	RS002391-PA
4	RS002426-PA
4	RS002427-PA
4	RS002431-PA
4	RS002451-PA
4	RS002472-PA
4	RS002493-PA
5	RS002491-PA
5	RS002505-PA
6	RS002347-PA
6	RS002400-PA
6	RS002403-PA
6	RS002422-PA
6	RS002465-PA
6	RS002468-PA
6	RS002487-PA
6	RS002490-PA
7	RS002357-PA
7	RS002413-PA
10	RS002534-PA
10	RS002541-PA
10	RS002562-PA
10	RS002601-PA
10	RS002602-PA
12	RS002553-PA
12	RS002588-PA
17	RS002529-PA
17	RS002540-PA
17	RS002560-PA
17	RS002592-PA
17	RS002630-PA
17	RS002637-PA
17	RS002638-PA
17	RS002639-PA
17	RS002641-PA
17	RS002649-PA
1	RS002509-PA
1	RS002510-PA
1	RS002511-PA
1	RS002518-PA
1	RS002519-PA
1	RS002521-PA
1	RS002523-PA
1	RS002524-PA
1	RS002525-PA
1	RS002528-PA
1	RS002533-PA
1	RS002535-PA
1	RS002544-PA
1	RS002545-PA
1	RS002551-PA
1	RS002555-PA
1	RS002557-PA
1	RS002564-PA
1	RS002566-PA
1	RS002569-PA
1	RS002576-PA
1	RS002578-PA
1	RS002582-PA
1	RS002586-PA
1	RS002590-PA
1	RS002591-PA
1	RS002593-PA
1	RS002596-PA
1	RS002599-PA
1	RS002604-PA
1	RS002606-PA
1	RS002607-PA
1	RS002608-PA
1	RS002613-PA
1	RS002614-PA
1	RS002627-PA
1	RS002628-PA
1	RS002642-PA
1	RS002644-PA
1	RS002646-PA
1	RS002647-PA
1	RS002648-PA
25	RS002515-PA
25	RS002520-PA
25	RS002530-PA
25	RS002537-PA
25	RS002538-PA
25	RS002543-PA
25	RS002547-PA
25	RS002559-PA
25	RS002561-PA
25	RS002563-PA
25	RS002565-PA
25	RS002568-PA
25	RS002572-PA
25	RS002573-PA
25	RS002574-PA
25	RS002575-PA
25	RS002587-PA
25	RS002595-PA
25	RS002611-PA
25	RS002623-PA
25	RS002629-PA
25	RS002631-PA
25	RS002632-PA
25	RS002633-PA
25	RS002634-PA
25	RS002635-PA
2	RS002512-PA
2	RS002514-PA
2	RS002517-PA
2	RS002527-PA
2	RS002532-PA
2	RS002536-PA
2	RS002539-PA
2	RS002546-PA
2	RS002548-PA
2	RS002549-PA
2	RS002550-PA
2	RS002554-PA
2	RS002556-PA
2	RS002567-PA
2	RS002570-PA
2	RS002571-PA
2	RS002579-PA
2	RS002580-PA
2	RS002581-PA
2	RS002583-PA
2	RS002585-PA
2	RS002594-PA
2	RS002597-PA
2	RS002598-PA
2	RS002600-PA
2	RS002605-PA
2	RS002609-PA
2	RS002610-PA
2	RS002612-PA
2	RS002620-PA
2	RS002621-PA
2	RS002624-PA
2	RS002625-PA
2	RS002626-PA
2	RS002640-PA
2	RS002643-PA
2	RS002645-PA
3	RS002513-PA
3	RS002526-PA
3	RS002542-PA
3	RS002589-PA
3	RS002636-PA
4	RS002516-PA
4	RS002522-PA
4	RS002552-PA
4	RS002615-PA
4	RS002616-PA
4	RS002622-PA
5	RS002558-PA
5	RS002584-PA
6	RS002531-PA
6	RS002577-PA
6	RS002603-PA
6	RS002617-PA
